north_pearl_product_id,north_pearl_handle,north_pearl_name,classification,supplier_name,alibaba_listing_title,alibaba_product_url,alibaba_listing_id,supplier_profile_url,supplier_sku,selected_variant,selected_finish,selected_size,unit_cost,unit_cost_confidence,moq,sample_price,est_shipping_cost,est_landed_cost,recommended_retail_price,expected_gross_margin,supplier_status,verified_supplier,trade_assurance,ip_risk_status,ip_risk_notes,verification_status,last_verified_date,notes
gid://shopify/Product/10562202665144,north-pearl-adjustable-pearl-bolo-bracelet,North & Pearl Adjustable Pearl Bolo Bracelet,CORE,UNKNOWN,"Fine Jewelry 925 Silver Bracelet 14K Gold Plated Natural Baroque Freshwater Pearls Bracelets Chain for Women",https://www.alibaba.com/product-detail/Fine-Jewelry-925-Silver-Bracelet-14K_11000035550075.html,11000035550075,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562203844792,north-pearl-bohemian-bead-pearl-bracelet,North & Pearl Bohemian Bead & Pearl Bracelet,CORE,UNKNOWN,"MILO MLSSPB07 925 Sterling Silver 14K Gold Plated Trendy Bohemian Colorful Shell Beads Chain Link Bracelet Unisex Gift Fashion",https://www.alibaba.com/product-detail/MILO-MLSSPB07-925-Sterling-Silver-14K_1601708104473.html,1601708104473,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims. Fixed multi-color bead pattern, not a color-selector product.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562205450424,north-pearl-minimal-bar-necklace,North & Pearl Minimal Bar Necklace,CORE,UNKNOWN,"Woman Minimalist Jewelry Collar Plata 925 Minimalist Necklace 925 Sterling Silver Bar Necklace Silver Choker",https://www.alibaba.com/product-detail/Woman-Minimalist-Jewelry-Collar-Plata-925_62287471252.html,62287471252,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$28.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562206269624,north-pearl-twisted-frame-pearl-necklace,North & Pearl Twisted Frame Pearl Necklace,CORE,UNKNOWN,"S925 Silver Freshwater Pearl Necklace Simple Plain Smooth Bar Pendant Jewelry Minimalist Gift for Women",https://www.alibaba.com/product-detail/S925-Silver-Freshwater-Pearl-Necklace-Simple_1601785687581.html,1601785687581,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
10562913140920,north-pearl-pink-cz-flower-necklace-bracelet-earring-set,North & Pearl Pink CZ Flower Necklace Bracelet & Earring Set,Necklace Set,Tonglin Industrial Co. Limited,925 Sterling Silver Rhodium Plated 4 Leaves Design Jewelry Set Zircon Pendant Necklace Earring Bracelet Engagement Parties,https://www.alibaba.com/product-detail/925-Sterling-Silver-Rhodium-Plated-4_1601630831219.html,1601630831219,UNKNOWN,UNKNOWN,Default,Rhodium/Pink CZ,One Size,16.36,LOW (listing range shown, not negotiated),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,58.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,No resemblance to known protected designs; generic flower-cluster CZ motif,GREEN,2026-09-03,3 verified images (flat lay set, pendant close-up, bracelet close-up); lifestyle model shot also verified but not used
10562917335224,north-pearl-graduated-cz-layered-necklace,North & Pearl Graduated CZ Layered Necklace,Necklace,Yiwu Lyburchi Jewelry Co. Ltd.,Statement Sparkle Fine Jewelry 925 Sterling Silver 14k 18k Gold Plated Graduated Cz Tennis Layered Necklace Set For Women,https://www.alibaba.com/product-detail/Statement-Sparkle-Fine-Jewelry-925-Sterling_11000029284994.html,11000029284994,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,54.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic graduated CZ layered chain design; no resemblance to protected designs,GREEN,2026-09-03,3 verified images (on-model lifestyle, flat lay, clasp detail); supplier listing carries generic 'minor customization' capability flag (standard Alibaba metadata, not a per-listing personalization feature) - not treated as disqualifying
10562921169080,north-pearl-cz-flower-pendant-necklace,North & Pearl CZ Flower Pendant Necklace,Necklace,UNKNOWN,925 Sterling Silver 4-layer Plated Rhodium Plated Zircon 5-petal Flower Rolochain Necklace Classic High End Bridal Jewelry Set,https://www.alibaba.com/product-detail/925-Sterling-Silver-4-Layer-Plated_1600600977095.html,1600600977095,UNKNOWN,UNKNOWN,Default,Rose Gold,One Size,UNKNOWN,UNKNOWN,60 pieces,UNKNOWN,UNKNOWN,UNKNOWN,34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic 5-petal flower CZ motif; no resemblance to protected designs,GREEN,2026-09-03,3 verified images (front pendant, angled close-up, clasp/tag detail with 925 stamp)
10562924642488,north-pearl-cz-pave-hoop-earrings,North & Pearl CZ Pave Hoop Earrings,Earrings,UNKNOWN,925 Sterling Silver Zircon Hoop Earrings For Women Fashion Wholesale Handmade,https://www.alibaba.com/product-detail/925-Sterling-Silver-Zircon-Hoop-Earrings_1601059294351.html,1601059294351,UNKNOWN,UNKNOWN,Default,Silver,Medium,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic CZ pave hoop design; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (3-size comparison, pair close-up, angled detail, multi-pair styled shot); one consistent silver finish used
10562927132856,north-pearl-twisted-cz-huggie-hoop-earrings,North & Pearl Twisted CZ Huggie Hoop Earrings,Earrings,UNKNOWN,Fashion Jewelry 925 Sterling Silver Twisted Hoop Huggies Earring For Women 18k Gold Plated 925 Silver Earrings Jewelry Wholesale,https://www.alibaba.com/product-detail/Fashion-Jewelry-925-Sterling-Silver-Twisted_1601291696459.html,1601291696459,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic twisted CZ huggie design; no resemblance to protected designs,GREEN,2026-09-03,3 verified silver-finish images (pair flat lay, macro close-up, on-model); listing also offered gold variant not used here to keep one consistent SKU
10562928607416,north-pearl-double-heart-hoop-earrings,North & Pearl Double Heart Hoop Earrings,Earrings,UNKNOWN,925 Silver Pin Double Heart Hoop Earrings For Women Light Luxury Minimalist Heart Shaped Huggie Earrings Trendy Jewelry Gift,https://www.alibaba.com/product-detail/925-Silver-Pin-Double-Heart-Hoop_1601926757770.html,1601926757770,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic open-heart huggie hoop design; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (flat lay pair, on-model x2, styled close-up on crystal surface)
10562930245816,north-pearl-evil-eye-cz-ring,North & Pearl Evil Eye CZ Ring,Ring,UNKNOWN,925 Sterling Silver Turkish Evil Eye Rings For Women Cubic Zirconia Evil Eye Signet Ring,https://www.alibaba.com/product-detail/925-Sterling-Silver-Turkish-Evil-Eye_1601423334605.html,1601423334605,UNKNOWN,UNKNOWN,Default,Silver,Adjustable/Open Band,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Traditional evil eye symbol, widely used generic motif; no resemblance to protected branded designs,GREEN,2026-09-03,4 verified images (front angle, two styled flat-lay angles, close detail); adjustable open band, single SKU
10562931294392,north-pearl-five-stone-cz-stacking-ring,North & Pearl Five-Stone CZ Stacking Ring,Ring,UNKNOWN,Dainty Luxury Zircon 925 Sterling Silver Thin Stackable Ring For Women 18k Gold Plated Daily Wear Wedding Anniversary Ring Gift,https://www.alibaba.com/product-detail/Dainty-Luxury-Zircon-925-Sterling-Silver_1601908451371.html,1601908451371,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic 5-stone CZ band; no resemblance to protected designs,GREEN,2026-09-03,3 verified gold-finish images (angled detail, styled book shot, flat lay with 3mm/material caption); listing also offered a silver variant not used here to keep one consistent SKU
10562932408504,north-pearl-micro-pave-cz-tennis-bracelet,North & Pearl Micro Pave CZ Tennis Bracelet,Tennis Bracelet,UNKNOWN,925 Sterling Silver Tennis Bracelet Micro-inlaid Cubic Zirconia Custom Wholesale For Women Fine Jewelry,https://www.alibaba.com/product-detail/925-Sterling-Silver-Tennis-Bracelet-Micro_60781533129.html,60781533129,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,42.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic single-row CZ tennis bracelet design; no resemblance to protected designs,GREEN,2026-09-03,3 verified images (close-up, full length, clasp detail); excluded a 4th gallery image that carried an OEM/ODM/'Customizable' text overlay - not used since it implies personalization capability we do not offer. Tennis Bracelet category now at 3/5 toward dedicated collection threshold.
10562933817528,north-pearl-cross-station-cz-bracelet,North & Pearl Cross Station CZ Bracelet,Bracelet,UNKNOWN,925 Sterling Silver Simple Classic Cross Bracelet For Women Versatile Daily Wear Silver Bracelet Jewelry Anniversary Gift,https://www.alibaba.com/product-detail/925-Sterling-Silver-Simple-Classic-Cross_1601904782499.html,1601904782499,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic sideways cross with CZ stations; religious symbol widely used, no resemblance to protected branded designs,GREEN,2026-09-03,3 verified gold-finish images (on model x2, styled flat lay); listing also offered silver variant not used here to keep one consistent SKU
10562934931640,north-pearl-chunky-chain-link-bracelet,North & Pearl Chunky Chain Link Bracelet,Bracelet,UNKNOWN,S925 Pure Silver Same Style Bracelet For Women Multi-layer Stacked Premium Korean Cold Minimalist Luxury Niche New Design,https://www.alibaba.com/product-detail/S925-Pure-Silver-Same-Style-Bracelet_1601638785340.html,1601638785340,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,42.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic chunky link/beaded chain mix; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (on wrist, flat lay x2, on-model with sweater)
10562935816376,north-pearl-oxidized-wheat-chain-necklace,North & Pearl Oxidized Wheat Chain Necklace,Necklace,UNKNOWN,Retro 5mm Geometric Snake Bone Chain S925 Sterling Silver Trendy Men's Aggressive Exaggerated Fashion Thick Clavicle Necklace,https://www.alibaba.com/product-detail/Retro-5mm-Geometric-Snake-Bone-Chain_1601782420479.html,1601782420479,UNKNOWN,UNKNOWN,Default,Oxidized Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,58.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic wheat/foxtail chain design; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (full length, chain detail x2, clasp/hook detail)
10562936930488,north-pearl-beaded-paperclip-chain-necklace,North & Pearl Beaded Paperclip Chain Necklace,Necklace,UNKNOWN,Solid 925 Sterling Silver Horseshoe Chain Necklace 45cm Chunky 15mm Wide Unisex Jewelry Chain,https://www.alibaba.com/product-detail/Solid-925-Sterling-Silver-Horseshoe-Chain_11000037748525.html,11000037748525,UNKNOWN,UNKNOWN,Default,Silver,45cm,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,46.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic paperclip/bead station chain design; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (on model, factual weight/length spec graphic, flat lay with dimensions, plain flat lay); spec callouts are factual measurements, not unverified marketing claims
10562938503352,north-pearl-celestial-charm-necklace,North & Pearl Celestial Charm Necklace,Necklace,UNKNOWN,925 Silver Star And Moon Pendant Necklace 2026 New Style Sun Moon And Stars Clavicle Chain High-end Feel,https://www.alibaba.com/product-detail/925-Silver-Star-and-Moon-Pendant_1601919988650.html,1601919988650,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,44.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic celestial (star/moon/tag) charm cluster; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (on model x2, in-hand close-up x2)
10562953937080,north-pearl-triple-layer-celestial-necklace,North & Pearl Triple Layer Celestial Necklace,Necklace,UNKNOWN,Layer Gold Plated Star Charm Choker Necklace Silver 925 Moon Star Pendant Necklace,https://www.alibaba.com/product-detail/Layer-Gold-Plated-Star-Charm-Choker_1601926613239.html,1601926613239,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,42.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic celestial layered necklace (star/moon); no resemblance to protected designs,GREEN,2026-09-03,4 verified images (flat lay, two styled detail shots, full-length detail)
10562955149496,north-pearl-blue-cz-cluster-necklace,North & Pearl Blue CZ Cluster Necklace,Necklace,UNKNOWN,Wholesale 925 Sterling Silver Blue Spinel Zircon Pendant Necklace For Women Daily Wear Clavicle Chain Necklace Jewelry Gift,https://www.alibaba.com/product-detail/Wholesale-925-Sterling-Silver-Blue-Spinel_1601867633232.html,1601867633232,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,44.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic blue-stone cluster necklace; no resemblance to protected designs. Note: listing title used unverified 'Blue Spinel' material claim - not repeated in our description, described generically as cubic zirconia per standard claim-safety policy,GREEN,2026-09-03,4 verified gold-finish images (on model, macro detail, in-hand close-up); listing also showed silver variant not used here to keep one consistent SKU
10562956198072,north-pearl-embossed-cloud-cuff-bracelet,North & Pearl Embossed Cloud Cuff Bracelet,Bracelet,UNKNOWN,925 Silver Gold Vermeil Wide Open Cuff Bangle Wholesale Vintage Embossed Cloud Bracelet Minimalist Daily Fashion Jewelry Women,https://www.alibaba.com/product-detail/925-Silver-Gold-Vermeil-Wide-Open_1601905393466.html,1601905393466,UNKNOWN,UNKNOWN,Default,Gold Plated,Adjustable/Open Cuff,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,48.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Embossed cloud motif is generic decorative texture, not a protected/branded design,GREEN,2026-09-03,4 verified images (front, side angle, three-quarter, top view); adjustable open cuff, single SKU
10562957476024,north-pearl-classic-curb-chain-bracelet,North & Pearl Classic Curb Chain Bracelet,Bracelet,UNKNOWN,Elegant Fashionable European & American Minimalist Cuff Bracelet 925 Silver High Quality Ladies Jewelry Gift Option From Zhuhai,https://www.alibaba.com/product-detail/Elegant-Fashionable-European-American-Minimalist-Cuff_1601678727478.html,1601678727478,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic curb chain bracelet design; no resemblance to protected designs,GREEN,2026-09-03,3 verified silver-finish images (flat lay, on wrist, styled shot); listing also showed gold variant not used here to keep one consistent SKU
10562958295224,north-pearl-double-row-cz-tennis-bracelet,North & Pearl Double Row CZ Tennis Bracelet,Tennis Bracelet,UNKNOWN,925 Sterling Silver Elegant Pure Jewelry Rhodium Plated Double Layer Tennis Bracelet Bracelet For Women Joyeria De Plata,https://www.alibaba.com/product-detail/925-Sterling-Silver-Elegant-Pure-Jewelry_60503538047.html,60503538047,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,48.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic double-row CZ tennis bracelet; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (styled shot, close-up, clasp detail x2). Tennis Bracelet category now at 4/5 toward dedicated collection threshold.
10562959605944,north-pearl-twisted-wire-cuff-bracelet,North & Pearl Twisted Wire Cuff Bracelet,Bracelet,UNKNOWN,Korean Version 925 Sterling Silver Interlocking Cuff Bracelet Gold Plated Versatile Minimalist Style Ins Niche Fashion,https://www.alibaba.com/product-detail/Korean-Version-925-Sterling-Silver-Interlocking_1601477256231.html,1601477256231,UNKNOWN,UNKNOWN,Default,Gold Plated,Adjustable/Open Cuff,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,38.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic twisted-wire knot design; no resemblance to protected designs,GREEN,2026-09-03,3 verified gold-finish images (flat lay x2, on wrist); excluded a 4th gallery image showing a Maison Margiela branded perfume bottle in the background - not used due to third-party brand IP-risk in the photo
10562965110968,north-pearl-double-layer-bar-chain-bracelet,North & Pearl Double Layer Bar Chain Bracelet,Bracelet,UNKNOWN,Minimalist S925 Silver Double Layer Chain Bracelet 925 Sterling Silver Dainty Stackable Bracelet,https://www.alibaba.com/product-detail/Minimalist-S925-Silver-Double-Layer-Chain_1601822289563.html,1601822289563,UNKNOWN,UNKNOWN,Default,Gold Plated,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic double-layer bar chain design; no resemblance to protected designs,GREEN,2026-09-03,3 verified gold-finish images (on wrist, close-up in hand, styled detail); listing also showed silver variant not used here to keep one consistent SKU
10562979430584,north-pearl-star-tassel-drop-earrings,North & Pearl Star Tassel Drop Earrings,Earrings,UNKNOWN,925 Sterling Silver Zircon Eight-pointed Star Tassel Drop Earrings Women's Minimalist Rhodium Plated Everyday Wear 7g Juxian,https://www.alibaba.com/product-detail/925-Sterling-Silver-Zircon-Eight-Pointed_1601725370005.html,1601725370005,UNKNOWN,UNKNOWN,Default,Silver,One Size,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,46.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,Generic star motif with chain tassel fringe; no resemblance to protected designs,GREEN,2026-09-03,4 verified images (flat lay, on model x2, close-up detail)
